Datetime,Temperature,Cloud_Cover,Wind_Speed,Shortwave_Radiation
2026-03-06 18:00:00,0.5,85,5.7,0.0
2026-03-06 19:00:00,-0.1,100,6.6,0.0
2026-03-06 20:00:00,-0.2,99,6.5,0.0
2026-03-06 21:00:00,-1.0,85,5.5,0.0
2026-03-06 22:00:00,-0.9,95,2.6,0.0
2026-03-06 23:00:00,-1.0,72,0.9,0.0
2026-03-07 00:00:00,-1.1,16,1.5,0.0
2026-03-07 01:00:00,-2.3,0,5.4,0.0
2026-03-07 02:00:00,-2.6,0,7.8,0.0
2026-03-07 03:00:00,-2.7,5,8.8,0.0
2026-03-07 04:00:00,-2.9,3,8.0,0.0
2026-03-07 05:00:00,-2.8,9,7.7,7.0
2026-03-07 06:00:00,-0.6,8,7.6,103.0
2026-03-07 07:00:00,2.0,0,5.4,256.0
2026-03-07 08:00:00,4.4,5,6.8,409.0
2026-03-07 09:00:00,5.6,9,8.6,516.0
2026-03-07 10:00:00,6.5,3,7.9,567.0
2026-03-07 11:00:00,7.2,0,7.8,585.0
2026-03-07 12:00:00,7.7,0,6.7,541.0
2026-03-07 13:00:00,8.0,0,6.9,446.0
2026-03-07 14:00:00,7.5,15,7.1,313.0
2026-03-07 15:00:00,4.6,19,5.4,159.0
2026-03-07 16:00:00,0.9,0,7.4,27.0
2026-03-07 17:00:00,0.1,0,8.0,0.0
2026-03-07 18:00:00,0.2,0,7.6,0.0
2026-03-07 19:00:00,-0.4,0,7.4,0.0
2026-03-07 20:00:00,-0.8,19,7.4,0.0
2026-03-07 21:00:00,-0.6,43,8.0,0.0
2026-03-07 22:00:00,-0.6,93,8.3,0.0
2026-03-07 23:00:00,-0.6,99,8.7,0.0
2026-03-08 00:00:00,-0.8,96,8.7,0.0
2026-03-08 01:00:00,-0.9,100,8.7,0.0
2026-03-08 02:00:00,-1.0,100,8.6,0.0
2026-03-08 03:00:00,-1.4,100,8.1,0.0
2026-03-08 04:00:00,-1.8,100,7.4,0.0
2026-03-08 05:00:00,-1.6,99,9.2,8.0
2026-03-08 06:00:00,0.2,14,8.7,106.0
2026-03-08 07:00:00,2.7,35,6.9,266.0
2026-03-08 08:00:00,4.9,0,7.2,397.0
2026-03-08 09:00:00,6.9,0,7.3,526.0
2026-03-08 10:00:00,8.3,0,8.7,594.0
2026-03-08 11:00:00,9.1,34,9.5,603.0
2026-03-08 12:00:00,9.4,16,10.7,557.0
2026-03-08 13:00:00,9.6,33,11.1,459.0
2026-03-08 14:00:00,8.9,0,10.2,324.0
2026-03-08 15:00:00,5.3,0,6.3,167.0
2026-03-08 16:00:00,2.0,0,5.2,30.0
2026-03-08 17:00:00,0.7,13,6.8,0.0
2026-03-08 18:00:00,0.4,63,7.7,0.0
2026-03-08 19:00:00,0.2,77,5.9,0.0
2026-03-08 20:00:00,0.2,20,3.2,0.0
2026-03-08 21:00:00,0.0,53,2.7,0.0
2026-03-08 22:00:00,-0.4,91,3.9,0.0
2026-03-08 23:00:00,-1.6,37,6.0,0.0
2026-03-09 00:00:00,-1.9,46,6.9,0.0
2026-03-09 01:00:00,-1.9,9,7.3,0.0
2026-03-09 02:00:00,-2.1,46,7.5,0.0
2026-03-09 03:00:00,-2.2,73,8.0,0.0
2026-03-09 04:00:00,-2.4,8,9.0,0.0
2026-03-09 05:00:00,-1.9,1,9.8,11.0
2026-03-09 06:00:00,0.9,4,10.1,122.0
2026-03-09 07:00:00,4.4,11,7.7,281.0
2026-03-09 08:00:00,7.4,21,8.8,426.0
2026-03-09 09:00:00,9.2,23,9.7,534.0
2026-03-09 10:00:00,10.5,7,9.2,596.0
2026-03-09 11:00:00,11.4,0,9.1,606.0
2026-03-09 12:00:00,12.1,0,8.9,561.0
2026-03-09 13:00:00,12.3,0,8.5,466.0
2026-03-09 14:00:00,11.4,0,6.7,331.0
2026-03-09 15:00:00,7.2,0,5.6,173.0
2026-03-09 16:00:00,4.2,0,3.8,33.0
2026-03-09 17:00:00,3.2,0,3.1,0.0
2026-03-09 18:00:00,2.5,0,5.7,0.0
2026-03-09 19:00:00,0.8,0,8.5,0.0
2026-03-09 20:00:00,1.0,0,9.5,0.0
2026-03-09 21:00:00,1.0,0,9.9,0.0
2026-03-09 22:00:00,0.8,0,10.0,0.0
2026-03-09 23:00:00,0.4,0,10.4,0.0
2026-03-10 00:00:00,0.3,0,9.7,0.0
2026-03-10 01:00:00,0.0,0,9.7,0.0
2026-03-10 02:00:00,-0.2,0,9.5,0.0
2026-03-10 03:00:00,-0.4,0,9.6,0.0
2026-03-10 04:00:00,-0.5,0,10.3,0.0
2026-03-10 05:00:00,-0.1,0,11.5,13.0
2026-03-10 06:00:00,2.7,0,13.2,129.0
2026-03-10 07:00:00,5.9,0,12.1,288.0
2026-03-10 08:00:00,8.9,0,13.8,434.0
2026-03-10 09:00:00,11.3,0,15.7,543.0
2026-03-10 10:00:00,13.0,0,16.8,604.0
2026-03-10 11:00:00,13.9,0,17.6,613.0
2026-03-10 12:00:00,14.1,0,16.7,568.0
2026-03-10 13:00:00,14.3,0,16.6,471.0
2026-03-10 14:00:00,13.4,0,13.9,335.0
2026-03-10 15:00:00,9.9,0,9.6,176.0
2026-03-10 16:00:00,5.8,0,11.2,35.0
2026-03-10 17:00:00,5.0,0,14.3,0.0
2026-03-10 18:00:00,5.4,0,14.7,0.0
2026-03-10 19:00:00,5.2,0,16.6,0.0
2026-03-10 20:00:00,5.1,0,17.6,0.0
2026-03-10 21:00:00,4.6,0,17.7,0.0
2026-03-10 22:00:00,4.1,0,17.0,0.0
2026-03-10 23:00:00,3.5,0,16.5,0.0
2026-03-11 00:00:00,3.5,0,15.5,0.0
2026-03-11 01:00:00,2.9,0,15.2,0.0
2026-03-11 02:00:00,2.7,0,15.8,0.0
2026-03-11 03:00:00,2.2,0,15.9,0.0
2026-03-11 04:00:00,1.7,0,16.2,0.0
2026-03-11 05:00:00,2.0,0,16.6,15.0
2026-03-11 06:00:00,4.3,0,17.4,135.0
2026-03-11 07:00:00,7.3,0,16.2,296.0
2026-03-11 08:00:00,9.9,0,16.1,441.0
2026-03-11 09:00:00,12.1,0,17.7,551.0
2026-03-11 10:00:00,13.7,0,20.3,612.0
2026-03-11 11:00:00,14.6,0,21.7,619.0
2026-03-11 12:00:00,14.9,0,21.1,573.0
2026-03-11 13:00:00,15.0,0,21.4,476.0
2026-03-11 14:00:00,14.4,0,20.1,340.0
2026-03-11 15:00:00,12.6,0,16.5,181.0
2026-03-11 16:00:00,8.9,0,13.9,38.0
2026-03-11 17:00:00,6.8,0,13.9,0.0
2026-03-11 18:00:00,6.2,0,14.0,0.0
2026-03-11 19:00:00,5.5,0,15.0,0.0
2026-03-11 20:00:00,4.6,0,14.0,0.0
2026-03-11 21:00:00,3.5,0,13.3,0.0
2026-03-11 22:00:00,2.8,1,13.5,0.0
2026-03-11 23:00:00,2.5,1,13.4,0.0
2026-03-12 00:00:00,2.0,9,11.7,0.0
2026-03-12 01:00:00,1.3,12,10.8,0.0
2026-03-12 02:00:00,0.6,16,10.1,0.0
2026-03-12 03:00:00,-0.1,11,10.0,0.0
2026-03-12 04:00:00,-0.5,0,9.4,0.0
2026-03-12 05:00:00,-0.1,0,10.4,17.0
2026-03-12 06:00:00,2.6,32,12.2,139.0
2026-03-12 07:00:00,5.8,55,9.4,298.0
2026-03-12 08:00:00,8.6,94,11.2,439.0
2026-03-12 09:00:00,10.4,100,13.5,516.0
2026-03-12 10:00:00,11.8,98,14.1,568.0
2026-03-12 11:00:00,12.6,99,14.6,595.0
2026-03-12 12:00:00,13.8,95,14.7,551.0
2026-03-12 13:00:00,13.9,100,14.5,452.0
2026-03-12 14:00:00,13.4,99,12.6,321.0
2026-03-12 15:00:00,11.1,100,6.2,163.0
2026-03-12 16:00:00,6.7,100,7.6,35.0
2026-03-12 17:00:00,4.6,100,8.4,0.0
2026-03-12 18:00:00,4.2,80,9.1,0.0
2026-03-12 19:00:00,4.0,85,9.0,0.0
2026-03-12 20:00:00,2.5,100,7.9,0.0
2026-03-12 21:00:00,1.4,100,7.2,0.0
2026-03-12 22:00:00,0.9,99,7.0,0.0
2026-03-12 23:00:00,0.3,99,6.8,0.0
2026-03-13 00:00:00,0.6,99,7.2,0.0
2026-03-13 01:00:00,0.1,96,7.2,0.0
2026-03-13 02:00:00,-0.2,84,7.3,0.0
2026-03-13 03:00:00,0.0,37,7.8,0.0
2026-03-13 04:00:00,0.1,9,8.3,0.0
2026-03-13 05:00:00,1.1,11,9.6,19.0
2026-03-13 06:00:00,4.3,13,10.2,143.0
2026-03-13 07:00:00,7.9,26,6.7,302.0
2026-03-13 08:00:00,11.1,39,7.2,446.0
2026-03-13 09:00:00,13.1,55,9.7,554.0
2026-03-13 10:00:00,14.1,55,11.4,616.0
2026-03-13 11:00:00,14.4,30,11.9,624.0
2026-03-13 12:00:00,14.9,0,13.8,577.0
2026-03-13 13:00:00,14.9,0,13.4,480.0
2026-03-13 14:00:00,14.2,0,13.2,345.0
2026-03-13 15:00:00,11.6,0,8.6,187.0
2026-03-13 16:00:00,6.8,0,9.1,43.0
2026-03-13 17:00:00,4.8,0,10.5,0.0
2026-03-13 18:00:00,4.8,0,12.4,0.0
2026-03-13 19:00:00,5.2,0,13.3,0.0
2026-03-13 20:00:00,4.4,0,13.2,0.0
2026-03-13 21:00:00,3.8,0,13.3,0.0
2026-03-13 22:00:00,3.1,0,12.5,0.0
2026-03-13 23:00:00,2.1,0,11.4,0.0
2026-03-14 00:00:00,1.9,0,10.7,0.0
2026-03-14 01:00:00,1.9,0,12.3,0.0
2026-03-14 02:00:00,1.4,0,12.6,0.0
2026-03-14 03:00:00,0.6,0,12.8,0.0
2026-03-14 04:00:00,-0.2,0,12.9,0.0
2026-03-14 05:00:00,0.2,0,14.3,22.0
2026-03-14 06:00:00,2.8,0,14.3,153.0
2026-03-14 07:00:00,5.1,0,15.7,316.0
2026-03-14 08:00:00,7.1,0,18.8,461.0
2026-03-14 09:00:00,8.6,0,19.9,569.0
2026-03-14 10:00:00,9.8,0,19.2,629.0
2026-03-14 11:00:00,10.7,0,18.6,637.0
2026-03-14 12:00:00,11.2,0,18.7,589.0
2026-03-14 13:00:00,11.5,0,19.3,489.0
2026-03-14 14:00:00,11.1,0,19.9,353.0
2026-03-14 15:00:00,9.9,0,17.2,193.0
2026-03-14 16:00:00,6.9,0,13.6,46.0
2026-03-14 17:00:00,4.3,0,14.7,0.0
2026-03-14 18:00:00,3.9,0,15.3,0.0
2026-03-14 19:00:00,3.8,0,16.7,0.0
2026-03-14 20:00:00,4.0,0,18.0,0.0
2026-03-14 21:00:00,3.8,0,16.9,0.0
2026-03-14 22:00:00,3.0,0,16.5,0.0
2026-03-14 23:00:00,2.3,0,16.3,0.0
2026-03-15 00:00:00,1.6,0,14.1,0.0
2026-03-15 01:00:00,1.0,0,12.3,0.0
2026-03-15 02:00:00,0.3,0,12.4,0.0
2026-03-15 03:00:00,-0.2,0,12.7,0.0
2026-03-15 04:00:00,-0.6,0,12.9,0.0
2026-03-15 05:00:00,0.0,0,14.5,24.0
2026-03-15 06:00:00,2.3,0,13.3,158.0
2026-03-15 07:00:00,4.5,0,14.6,321.0
2026-03-15 08:00:00,6.5,0,16.2,464.0
2026-03-15 09:00:00,8.1,0,17.3,571.0
2026-03-15 10:00:00,9.3,0,19.1,637.0
2026-03-15 11:00:00,10.1,0,20.2,644.0
2026-03-15 12:00:00,10.9,0,22.0,598.0
2026-03-15 13:00:00,11.0,0,21.8,499.0
2026-03-15 14:00:00,10.4,0,21.4,363.0
2026-03-15 15:00:00,9.2,0,16.7,201.0
2026-03-15 16:00:00,6.3,0,11.3,50.0
2026-03-15 17:00:00,4.0,0,9.6,0.0
2026-03-15 18:00:00,3.8,0,10.7,0.0
2026-03-15 19:00:00,3.4,0,11.0,0.0
2026-03-15 20:00:00,2.7,0,11.2,0.0
2026-03-15 21:00:00,2.0,0,10.6,0.0
2026-03-15 22:00:00,1.3,0,10.1,0.0
2026-03-15 23:00:00,0.9,0,10.1,0.0
2026-03-16 00:00:00,0.8,0,9.6,0.0
2026-03-16 01:00:00,0.3,0,8.8,0.0
2026-03-16 02:00:00,-0.2,0,9.0,0.0
2026-03-16 03:00:00,-0.6,0,8.6,0.0
2026-03-16 04:00:00,-1.0,0,8.5,0.0
2026-03-16 05:00:00,-0.1,0,10.1,26.0
2026-03-16 06:00:00,2.5,0,9.0,159.0
2026-03-16 07:00:00,5.1,0,9.3,319.0
2026-03-16 08:00:00,7.3,0,9.5,462.0
2026-03-16 09:00:00,8.9,0,10.7,569.0
2026-03-16 10:00:00,9.9,0,12.2,629.0
2026-03-16 11:00:00,10.4,0,12.4,636.0
2026-03-16 12:00:00,11.1,3,11.7,590.0
2026-03-16 13:00:00,11.4,34,10.4,492.0
2026-03-16 14:00:00,11.3,23,6.9,351.0
2026-03-16 15:00:00,9.8,29,5.0,195.0
2026-03-16 16:00:00,5.7,95,8.2,51.0
2026-03-16 17:00:00,4.7,42,8.5,0.0
2026-03-16 18:00:00,4.4,36,7.1,0.0
2026-03-16 19:00:00,2.5,6,6.0,0.0
2026-03-16 20:00:00,2.0,6,4.0,0.0
2026-03-16 21:00:00,1.5,40,4.4,0.0
2026-03-16 22:00:00,1.9,69,3.4,0.0
2026-03-16 23:00:00,1.4,61,2.3,0.0
2026-03-17 00:00:00,-0.2,3,3.3,0.0
2026-03-17 01:00:00,-0.4,9,2.6,0.0
2026-03-17 02:00:00,-0.7,20,3.8,0.0
2026-03-17 03:00:00,-0.8,16,2.5,0.0
2026-03-17 04:00:00,-0.9,51,0.6,0.0
2026-03-17 05:00:00,0.1,86,0.4,26.0
2026-03-17 06:00:00,2.2,94,1.5,138.0
2026-03-17 07:00:00,4.8,48,1.9,216.0
2026-03-17 08:00:00,7.2,77,2.8,403.0
2026-03-17 09:00:00,8.4,56,4.4,437.0
2026-03-17 10:00:00,9.4,25,5.4,556.0
2026-03-17 11:00:00,10.1,33,8.1,577.0
2026-03-17 12:00:00,10.1,59,10.7,487.0
2026-03-17 13:00:00,10.1,92,12.2,370.0
2026-03-17 14:00:00,8.9,93,13.3,228.0
2026-03-17 15:00:00,7.1,4,12.1,120.0
2026-03-17 16:00:00,3.3,1,9.9,51.0
2026-03-17 17:00:00,1.1,23,8.4,0.0
2026-03-17 18:00:00,2.0,10,8.4,0.0
2026-03-17 19:00:00,2.0,98,10.4,0.0
2026-03-17 20:00:00,3.2,20,10.4,0.0
2026-03-17 21:00:00,1.2,45,7.1,0.0
2026-03-17 22:00:00,0.4,72,7.2,0.0
2026-03-17 23:00:00,0.3,11,6.8,0.0
2026-03-18 00:00:00,1.8,100,6.6,0.0
2026-03-18 01:00:00,1.8,100,8.8,0.0
2026-03-18 02:00:00,1.6,100,9.9,0.0
2026-03-18 03:00:00,0.9,84,9.8,0.0
2026-03-18 04:00:00,0.5,100,9.7,0.0
2026-03-18 05:00:00,1.1,100,11.0,7.0
2026-03-18 06:00:00,1.9,100,13.0,33.0
2026-03-18 07:00:00,1.8,100,12.5,54.0
2026-03-18 08:00:00,1.5,100,12.2,70.0
2026-03-18 09:00:00,1.8,100,13.8,91.0
2026-03-18 10:00:00,2.0,100,14.5,97.0
2026-03-18 11:00:00,2.2,100,13.5,101.0
2026-03-18 12:00:00,3.3,100,16.3,108.0
2026-03-18 13:00:00,4.0,100,16.8,95.0
2026-03-18 14:00:00,4.8,100,17.4,102.0
2026-03-18 15:00:00,4.8,100,13.9,71.0
2026-03-18 16:00:00,3.8,100,12.9,14.0
2026-03-18 17:00:00,3.2,100,11.0,0.0
2026-03-18 18:00:00,2.9,100,7.4,0.0
2026-03-18 19:00:00,3.0,100,8.3,0.0
2026-03-18 20:00:00,2.8,100,10.1,0.0
2026-03-18 21:00:00,2.6,100,10.0,0.0
2026-03-18 22:00:00,2.3,100,9.6,0.0
2026-03-18 23:00:00,2.3,100,9.5,0.0
2026-03-19 00:00:00,2.5,100,10.1,0.0
2026-03-19 01:00:00,2.7,100,10.7,0.0
2026-03-19 02:00:00,2.5,100,10.9,0.0
2026-03-19 03:00:00,2.2,100,10.7,0.0
2026-03-19 04:00:00,2.0,100,10.9,0.0
2026-03-19 05:00:00,2.0,100,11.4,6.0
2026-03-19 06:00:00,2.2,100,12.5,22.0
2026-03-19 07:00:00,2.4,100,12.7,42.0
2026-03-19 08:00:00,3.3,100,12.5,126.0
2026-03-19 09:00:00,4.2,100,11.9,162.0
2026-03-19 10:00:00,5.2,100,12.0,203.0
2026-03-19 11:00:00,5.4,99,11.4,155.0
2026-03-19 12:00:00,5.8,100,12.0,166.0
2026-03-19 13:00:00,6.5,90,13.7,195.0
2026-03-19 14:00:00,6.7,78,13.6,203.0
2026-03-19 15:00:00,6.4,100,11.2,127.0
2026-03-19 16:00:00,4.9,100,7.1,36.0
2026-03-19 17:00:00,4.1,100,6.5,0.0
2026-03-19 18:00:00,1.9,6,4.4,0.0
2026-03-19 19:00:00,1.5,5,1.4,0.0
2026-03-19 20:00:00,0.9,0,1.3,0.0
2026-03-19 21:00:00,-0.1,0,4.4,0.0
2026-03-19 22:00:00,-0.7,0,6.4,0.0
2026-03-19 23:00:00,-0.8,0,7.3,0.0
2026-03-20 00:00:00,-0.6,0,6.2,0.0
2026-03-20 01:00:00,-1.1,0,6.0,0.0
2026-03-20 02:00:00,-1.5,0,5.5,0.0
2026-03-20 03:00:00,-1.8,0,5.1,0.0
2026-03-20 04:00:00,-2.2,0,5.2,0.0
2026-03-20 05:00:00,-0.3,0,8.0,38.0
2026-03-20 06:00:00,2.4,0,6.2,179.0
2026-03-20 07:00:00,5.8,0,5.6,340.0
2026-03-20 08:00:00,8.0,0,8.5,483.0
2026-03-20 09:00:00,9.4,0,10.9,588.0
2026-03-20 10:00:00,10.8,37,15.7,646.0
2026-03-20 11:00:00,11.4,47,17.8,593.0
2026-03-20 12:00:00,11.2,48,17.5,506.0
2026-03-20 13:00:00,11.2,37,16.9,409.0
2026-03-20 14:00:00,10.5,47,15.5,292.0
2026-03-20 15:00:00,8.6,48,10.4,174.0
2026-03-20 16:00:00,4.3,30,8.6,53.0
2026-03-20 17:00:00,2.7,22,8.4,0.0
2026-03-20 18:00:00,1.5,81,6.9,0.0
2026-03-20 19:00:00,2.5,100,6.6,0.0
2026-03-20 20:00:00,3.7,50,7.7,0.0
2026-03-20 21:00:00,1.0,37,6.6,0.0
2026-03-20 22:00:00,-0.2,2,6.5,0.0
2026-03-20 23:00:00,-0.2,2,8.4,0.0
2026-03-21 00:00:00,0.6,0,10.3,0.0
2026-03-21 01:00:00,0.2,0,10.1,0.0
2026-03-21 02:00:00,-0.2,37,10.5,0.0
2026-03-21 03:00:00,0.2,100,12.5,0.0
2026-03-21 04:00:00,1.3,95,13.4,0.0
2026-03-21 05:00:00,1.8,99,13.4,19.0
2026-03-21 06:00:00,1.7,100,15.0,118.0
2026-03-21 07:00:00,3.2,100,17.1,179.0
2026-03-21 08:00:00,4.3,100,18.0,189.0
2026-03-21 09:00:00,4.8,100,16.2,175.0
2026-03-21 10:00:00,6.1,100,16.6,221.0
2026-03-21 11:00:00,8.5,99,19.4,385.0
2026-03-21 12:00:00,10.4,92,19.4,377.0
2026-03-21 13:00:00,10.5,100,19.7,349.0
2026-03-21 14:00:00,9.5,100,19.7,175.0
2026-03-21 15:00:00,8.8,100,14.4,84.0
2026-03-21 16:00:00,7.8,100,15.7,25.0
2026-03-21 17:00:00,6.7,98,14.9,0.0
2026-03-21 18:00:00,4.6,100,13.8,0.0
2026-03-21 19:00:00,4.0,97,14.3,0.0
2026-03-21 20:00:00,3.0,95,13.6,0.0
2026-03-21 21:00:00,2.1,69,13.5,0.0
2026-03-21 22:00:00,1.2,22,12.9,0.0
2026-03-21 23:00:00,0.6,0,11.6,0.0
2026-03-22 00:00:00,0.2,0,11.6,0.0
2026-03-22 01:00:00,-0.2,0,11.4,0.0
2026-03-22 02:00:00,-0.6,0,11.2,0.0
2026-03-22 03:00:00,-0.9,0,11.3,0.0
2026-03-22 04:00:00,-1.1,0,11.9,0.0
2026-03-22 05:00:00,-0.2,0,13.5,47.0
2026-03-22 06:00:00,2.0,0,11.6,194.0
2026-03-22 07:00:00,4.6,0,13.6,358.0
2026-03-22 08:00:00,6.8,0,15.7,502.0
2026-03-22 09:00:00,8.4,0,18.5,608.0
2026-03-22 10:00:00,9.6,0,21.0,667.0
2026-03-22 11:00:00,10.4,0,21.4,673.0
2026-03-22 12:00:00,11.5,11,20.9,625.0
2026-03-22 13:00:00,11.6,1,19.6,527.0
2026-03-22 14:00:00,11.2,2,18.4,390.0
2026-03-22 15:00:00,10.3,0,15.1,228.0
2026-03-22 16:00:00,7.4,0,10.4,71.0
2026-03-22 17:00:00,5.4,0,11.6,1.0
2026-03-22 18:00:00,4.8,0,11.3,0.0
2026-03-22 19:00:00,4.1,0,10.9,0.0
2026-03-22 20:00:00,3.1,3,10.6,0.0
2026-03-22 21:00:00,2.2,72,9.7,0.0
2026-03-22 22:00:00,1.5,98,9.6,0.0
2026-03-22 23:00:00,1.1,88,8.9,0.0
2026-03-23 00:00:00,0.2,100,7.7,0.0
2026-03-23 01:00:00,-0.1,100,7.4,0.0
2026-03-23 02:00:00,-0.2,100,7.9,0.0
2026-03-23 03:00:00,-0.2,100,9.0,0.0
2026-03-23 04:00:00,-0.4,100,9.8,0.0
2026-03-23 05:00:00,0.6,100,11.5,38.0
2026-03-23 06:00:00,2.2,99,9.4,125.0
2026-03-23 07:00:00,4.6,91,9.9,314.0
2026-03-23 08:00:00,6.6,100,9.6,439.0
2026-03-23 09:00:00,8.6,92,10.4,537.0
2026-03-23 10:00:00,10.0,38,12.6,622.0
2026-03-23 11:00:00,10.7,99,12.8,655.0
2026-03-23 12:00:00,11.2,100,13.7,550.0
2026-03-23 13:00:00,10.9,100,13.3,421.0
2026-03-23 14:00:00,10.1,97,11.9,289.0
2026-03-23 15:00:00,9.2,0,10.1,198.0
2026-03-23 16:00:00,5.9,1,6.8,73.0
2026-03-23 17:00:00,3.5,0,7.1,1.0
2026-03-23 18:00:00,3.2,0,7.2,0.0
2026-03-23 19:00:00,3.2,0,7.4,0.0
2026-03-23 20:00:00,2.2,0,7.5,0.0
2026-03-23 21:00:00,1.6,0,7.9,0.0
2026-03-23 22:00:00,1.1,0,7.8,0.0
2026-03-23 23:00:00,0.6,0,7.0,0.0
2026-03-24 00:00:00,-0.2,0,6.4,0.0
2026-03-24 01:00:00,-0.6,0,6.3,0.0
2026-03-24 02:00:00,-0.8,0,5.7,0.0
2026-03-24 03:00:00,-1.0,0,4.9,0.0
2026-03-24 04:00:00,-1.3,0,4.1,0.0
2026-03-24 05:00:00,0.9,0,6.5,55.0
2026-03-24 06:00:00,4.2,2,5.2,206.0
2026-03-24 07:00:00,7.8,0,5.8,369.0
2026-03-24 08:00:00,9.8,0,9.0,512.0
2026-03-24 09:00:00,10.8,0,9.7,616.0
2026-03-24 10:00:00,11.4,0,9.4,673.0
2026-03-24 11:00:00,11.8,5,8.8,677.0
2026-03-24 12:00:00,12.4,0,7.7,629.0
2026-03-24 13:00:00,12.4,0,7.9,533.0
2026-03-24 14:00:00,11.8,0,8.3,396.0
2026-03-24 15:00:00,8.9,0,6.0,234.0
2026-03-24 16:00:00,5.1,0,5.9,77.0
2026-03-24 17:00:00,4.0,0,3.9,1.0
2026-03-24 18:00:00,4.1,0,2.8,0.0
2026-03-24 19:00:00,3.7,0,2.8,0.0
2026-03-24 20:00:00,2.4,0,3.9,0.0
2026-03-24 21:00:00,0.9,7,5.4,0.0
2026-03-24 22:00:00,-0.2,0,5.4,0.0
2026-03-24 23:00:00,-0.3,0,4.4,0.0
2026-03-25 00:00:00,-0.1,0,4.2,0.0
2026-03-25 01:00:00,-0.4,2,7.6,0.0
2026-03-25 02:00:00,-0.5,0,7.5,0.0
2026-03-25 03:00:00,-1.0,3,6.9,0.0
2026-03-25 04:00:00,-1.0,2,6.5,0.0
2026-03-25 05:00:00,1.5,0,8.3,59.0
2026-03-25 06:00:00,5.2,0,5.2,211.0
2026-03-25 07:00:00,9.1,0,3.4,374.0
2026-03-25 08:00:00,11.5,0,3.2,517.0
2026-03-25 09:00:00,12.6,0,1.8,622.0
2026-03-25 10:00:00,13.4,41,2.2,679.0
2026-03-25 11:00:00,13.6,55,2.7,621.0
2026-03-25 12:00:00,14.1,30,7.1,574.0
2026-03-25 13:00:00,13.8,4,8.8,498.0
2026-03-25 14:00:00,12.9,1,10.3,387.0
2026-03-25 15:00:00,10.4,1,10.6,239.0
2026-03-25 16:00:00,6.7,0,11.2,81.0
2026-03-25 17:00:00,5.1,0,14.8,2.0
2026-03-25 18:00:00,4.2,3,12.9,0.0
2026-03-25 19:00:00,4.4,8,11.8,0.0
2026-03-25 20:00:00,3.7,63,11.2,0.0
2026-03-25 21:00:00,3.4,71,9.6,0.0
2026-03-25 22:00:00,3.6,24,9.1,0.0
2026-03-25 23:00:00,3.0,98,8.8,0.0
2026-03-26 00:00:00,2.5,87,8.0,0.0
2026-03-26 01:00:00,2.6,79,7.6,0.0
2026-03-26 02:00:00,2.0,14,7.2,0.0
2026-03-26 03:00:00,1.0,27,7.4,0.0
2026-03-26 04:00:00,0.6,32,7.5,0.0
2026-03-26 05:00:00,2.9,23,10.6,60.0
2026-03-26 06:00:00,6.3,95,10.5,199.0
2026-03-26 07:00:00,9.1,26,7.8,275.0
2026-03-26 08:00:00,11.5,6,9.0,395.0
2026-03-26 09:00:00,13.1,80,14.3,587.0
2026-03-26 10:00:00,13.0,98,14.8,416.0
2026-03-26 11:00:00,13.2,98,14.6,355.0
2026-03-26 12:00:00,14.3,80,14.4,338.0
2026-03-26 13:00:00,14.3,93,12.9,345.0
2026-03-26 14:00:00,14.1,93,12.6,237.0
2026-03-26 15:00:00,12.8,100,8.4,118.0
2026-03-26 16:00:00,10.6,94,7.2,46.0
2026-03-26 17:00:00,8.6,98,8.2,2.0
2026-03-26 18:00:00,8.4,20,9.0,0.0
2026-03-26 19:00:00,7.3,6,8.2,0.0
2026-03-26 20:00:00,6.1,2,7.5,0.0
2026-03-26 21:00:00,5.0,55,7.0,0.0
2026-03-26 22:00:00,5.2,100,7.5,0.0
2026-03-26 23:00:00,6.8,100,7.1,0.0
2026-03-27 00:00:00,5.1,85,5.6,0.0
2026-03-27 01:00:00,5.6,95,5.5,0.0
2026-03-27 02:00:00,5.8,100,7.0,0.0
2026-03-27 03:00:00,6.2,91,8.5,0.0
2026-03-27 04:00:00,6.2,86,7.7,0.0
2026-03-27 05:00:00,7.6,91,8.5,50.0
2026-03-27 06:00:00,8.9,64,8.4,181.0
2026-03-27 07:00:00,12.2,48,8.7,316.0
2026-03-27 08:00:00,14.6,29,13.7,451.0
2026-03-27 09:00:00,15.8,39,12.0,554.0
2026-03-27 10:00:00,16.4,48,10.3,556.0
2026-03-27 11:00:00,16.6,49,9.9,536.0
2026-03-27 12:00:00,16.8,36,12.1,499.0
2026-03-27 13:00:00,17.4,20,11.9,464.0
2026-03-27 14:00:00,17.2,13,12.0,363.0
2026-03-27 15:00:00,16.4,7,9.0,227.0
2026-03-27 16:00:00,12.6,7,6.0,83.0
2026-03-27 17:00:00,10.4,8,6.3,3.0
2026-03-27 18:00:00,9.5,30,5.6,0.0
2026-03-27 19:00:00,9.4,38,9.0,0.0
2026-03-27 20:00:00,8.7,8,9.8,0.0
2026-03-27 21:00:00,7.2,0,8.6,0.0
2026-03-27 22:00:00,6.1,0,8.1,0.0
2026-03-27 23:00:00,5.2,0,7.3,0.0
2026-03-28 00:00:00,4.4,0,6.5,0.0
2026-03-28 01:00:00,4.2,0,5.5,0.0
2026-03-28 02:00:00,3.7,0,6.3,0.0
2026-03-28 03:00:00,3.5,1,6.6,0.0
